Entrez ID	Gene Symbol	Gene Name	Refseq mRNA	Refseq Protein (linked to MSKCC Mapback)	Ensembl Gene ID	UCSC Genomic Coordinates	GO Categories	Sources 
10890	RAB10	"RAB10, member RAS oncogene family"	NM_016131	NP_057215.2	ENSG00000084733	chr2:26110981 - 26211394	Golgi apparatus;GTP binding;membrane;nucleotide binding;protein binding;protein transport;small GTPase mediated signal transduction	Entrez Query:Oncogene
8766	RAB11A	"RAB11A, member RAS oncogene family"	NM_004663	NP_004654.1	ENSG00000103769	chr15:63948977 - 63967232	GTP binding;GTPase activity;nucleotide binding;plasma membrane to endosome transport;protein binding;protein transport;small GTPase mediated signal transduction;syntaxin binding;trans-Golgi network;transporter activity	Entrez Query:Oncogene
9230	RAB11B	"RAB11B, member RAS oncogene family"	NM_004218	NP_004209.2	ENSG00000185236	chr19:8361300 - 8374442	GTP binding;GTPase activity;membrane;nucleotide binding;protein transport;small GTPase mediated signal transduction	Entrez Query:Oncogene
201475	RAB12	"RAB12, member RAS oncogene family"	NM_001025300	NP_001020471.2		chr18:8599725 - 8628260	GTP binding;nucleotide binding;protein transport;small GTPase mediated signal transduction	Entrez Query:Oncogene
5872	RAB13	"RAB13, member RAS oncogene family"	NM_002870	NP_002861.1	ENSG00000143545	chr1:152221198 - 152225336	cell adhesion;GTP binding;GTPase activity;nucleotide binding;protein transport;small GTPase mediated signal transduction;tight junction;vesicle-mediated transport	Entrez Query:Oncogene
51552	RAB14	"RAB14, member RAS oncogene family"	NM_016322	NP_057406.2	ENSG00000119396	chr9:122983494 - 122995511	cytosol;early endosome;Golgi stack;Golgi to endosome transport;GTP binding;GTPase activity;intracellular;intracellular transport;late endosome;lysosome;membrane fraction;neurotransmitter secretion;nuclear envelope-endoplasmic reticulum network;nucleotide binding;perinuclear region of cytoplasm;plasma membrane;protein binding;protein transport;rough endoplasmic reticulum;small GTPase mediated signal transduction;trans-Golgi network transport vesicle;vesicle-mediated transport	Entrez Query:Oncogene
376267	RAB15	"RAB15, member RAS onocogene family"	NM_198686	NP_941959.1	ENSG00000139998	chr14:64484967 - 64508547	GTP binding;membrane;nucleotide binding;protein transport;small GTPase mediated signal transduction	Entrez Query:Oncogene
64284	RAB17	"RAB17, member RAS oncogene family"	NM_022449	NP_071894.1	ENSG00000124839	chr2:238148400 - 238159536	GTP binding;intracellular;membrane;nucleotide binding;protein binding;protein transport;small GTPase mediated signal transduction	Entrez Query:Oncogene
22931	RAB18	"RAB18, member RAS oncogene family"	NM_021252	NP_067075.1	ENSG00000099246	chr10:27833304 - 27866986	"ATP binding;cellular_component;endocytosis;GTP binding;GTPase activity;intracellular;membrane;nucleotide binding;protein transport;regulation of transcription, DNA-dependent;small GTPase mediated signal transduction;transcription factor binding"	Entrez Query:Oncogene
401409	RAB19	-	NM_001008749	NP_001008749.1	ENSG00000146955	chr7:139753915 - 139772419	GTP binding;nucleotide binding;small GTPase mediated signal transduction	Entrez Query:Oncogene
5861	RAB1A	"RAB1A, member RAS oncogene family"	NM_004161	NP_004152.1	ENSG00000138069	chr2:65169130 - 65210553	endoplasmic reticulum;ER to Golgi vesicle-mediated transport;GTP binding;GTPase activity;nucleotide binding;protein transport;small GTPase mediated signal transduction;vesicle-mediated transport	Entrez Query:Oncogene
81876	RAB1B	"RAB1B, member RAS oncogene family"	NM_030981	NP_112243.1	ENSG00000174903	chr11:65792726 - 65800285	"ATP binding;Golgi apparatus;GTP binding;intracellular;membrane;nucleotide binding;protein binding;protein transport;regulation of transcription, DNA-dependent;small GTPase mediated signal transduction;transcription factor binding"	Entrez Query:Oncogene
55647	RAB20	"RAB20, member RAS oncogene family"	NM_017817	NP_060287.1	ENSG00000139832	chr13:109974012 - 110011867	GTP binding;nucleotide binding;protein transport;small GTPase mediated signal transduction	Entrez Query:Oncogene
23011	RAB21	"RAB21, member RAS oncogene family"	NM_014999	NP_055814.1	ENSG00000080371	chr12:70435176 - 70465720	endosome;GTP binding;nucleotide binding;protein transport;small GTPase mediated signal transduction	Entrez Query:Oncogene
57403	RAB22A	"RAB22A, member RAS oncogene family"	NM_020673	NP_065724.1	ENSG00000124209	chr20:56318438 - 56368165	early endosome;endocytosis;endosome organization and biogenesis;GTP binding;GTPase activity;nucleotide binding;plasma membrane;protein binding;protein transport;small GTPase mediated signal transduction	Entrez Query:Oncogene
51715	RAB23	"RAB23, member RAS oncogene family"	NM_183227	NP_899050.1	ENSG00000112210	chr6:57163217 - 57183137	embryonic digit morphogenesis;GTP binding;membrane;negative regulation of proteolysis;nervous system development;nucleotide binding;protein transport;signal transduction;small GTPase mediated signal transduction;spinal cord dorsal-ventral patterning	"Hedgehog, Entrez Query:Oncogene"
53917	RAB24	"RAB24, member RAS oncogene family"	NM_001031677	NP_570137.2	ENSG00000169236	chr5:176661349 - 176662895	autophagy;endoplasmic reticulum;GTP binding;membrane;nucleotide binding;protein transport;small GTPase mediated signal transduction	Entrez Query:Oncogene
57111	RAB25	"RAB25, member RAS oncogene family"	NM_020387	NP_065120.2	ENSG00000132698	chr1:154297815 - 154306702	GTP binding;membrane;nucleotide binding;protein binding;protein transport;small GTPase mediated signal transduction	Entrez Query:Oncogene
25837	RAB26	"RAB26, member RAS oncogene family"	NM_014353	NP_055168.2	ENSG00000167964	chr16:2138785 - 2143423	"ATP binding;biological_process;cellular_component;exocrine system development;GTP binding;intracellular;intrinsic to plasma membrane;membrane;nucleotide binding;protein transport;regulation of exocytosis;regulation of transcription, DNA-dependent;small GTPase mediated signal transduction;transcription factor binding"	Entrez Query:Oncogene
5873	RAB27A	"RAB27A, member RAS oncogene family"	NM_004580	NP_899059.1	ENSG00000069974	chr15:53284996 - 53314424	blood coagulation;cytotoxic T cell degranulation;dendrite;Golgi apparatus;GTP binding;GTPase activity;melanocyte differentiation;melanosome;melanosome localization;melanosome transport;myosin V binding;natural killer cell degranulation;nucleotide binding;photoreceptor outer segment;pigmentation;protein binding;protein targeting;protein transport;secretory granule;small GTPase mediated signal transduction;vesicle-mediated transport	Entrez Query:Oncogene
5874	RAB27B	"RAB27B, member RAS oncogene family"	NM_004163	NP_004154.2	ENSG00000041353	chr18:50695814 - 50707642	Golgi apparatus;GTP binding;GTPase activity;nucleotide binding;protein binding;protein transport;small GTPase mediated signal transduction	Entrez Query:Oncogene
9364	RAB28	"RAB28, member RAS oncogene family"	"NM_001017979, NM_004249"	"NP_001017979.1, NP_004240.1"	ENSG00000157869	chr4:12979279 - 13094872	GTP binding;GTPase activity;membrane;nucleotide binding;small GTPase mediated signal transduction	Entrez Query:Oncogene
5862	RAB2A	"RAB2A, member RAS oncogene family"	NM_002865	NP_002856.1	ENSG00000104388	chr8:61592320 - 61695882	endoplasmic reticulum;ER to Golgi vesicle-mediated transport;Golgi apparatus;GTP binding;GTPase activity;nucleotide binding;protein transport;small GTPase mediated signal transduction	Entrez Query:Oncogene
84932	RAB2B	"RAB2B, member RAS oncogene family"	NM_032846	NP_116235.2	ENSG00000129472	chr14:20999194 - 21014871	endoplasmic reticulum;ER to Golgi vesicle-mediated transport;GTP binding;membrane;nucleotide binding;protein transport;small GTPase mediated signal transduction	Entrez Query:Oncogene
27314	RAB30	"RAB30, member RAS oncogene family"	NM_014488	NP_055303.2	ENSG00000137502	chr11:82370854 - 82386006	Golgi stack;GTP binding;GTPase activity;membrane;nucleotide binding;protein transport;small GTPase mediated signal transduction	Entrez Query:Oncogene
11031	RAB31	"RAB31, member RAS oncogene family"	NM_006868	NP_006859.2	ENSG00000168461	chr18:9698402 - 9849322	GTP binding;GTPase activity;membrane;nucleotide binding;protein transport;small GTPase mediated signal transduction	Entrez Query:Oncogene
10981	RAB32	"RAB32, member RAS oncogene family"	NM_006834	NP_006825.1	ENSG00000118508	chr6:146906700 - 146917434	GTP binding;mitochondrion;nucleotide binding;protein transport;small GTPase mediated signal transduction	Entrez Query:Oncogene
9363	RAB33A	"RAB33A, member RAS oncogene family"	NM_004794	NP_004785.1	ENSG00000134594	chrX:129133717 - 129146395	GTP binding;GTPase activity;membrane;nucleotide binding;protein transport;small GTPase mediated signal transduction	Entrez Query:Oncogene
83452	RAB33B	"RAB33B, member RAS oncogene family"	NM_031296	NP_112586.1	ENSG00000172007	chr4:140594799 - 140613730	Golgi apparatus;GTP binding;nucleotide binding;protein transport;small GTPase mediated signal transduction	Entrez Query:Oncogene
83871	RAB34	"RAB34, member RAS oncogene family"	NM_031934	NP_114140.4	ENSG00000109113	chr17:24065787 - 24068411	GTP binding;membrane;nucleotide binding;protein transport;small GTPase mediated signal transduction	Entrez Query:Oncogene
11021	RAB35	"RAB35, member RAS oncogene family"	NM_006861	NP_006852.1	ENSG00000111737	chr12:119018601 - 119019432	"cell projection membrane;clathrin-coated endocytic vesicle;coated pit;cytokinesis;endosome transport;GTP binding;GTPase activity;intercellular bridge;nucleotide binding;phosphatidylinositol-4,5-bisphosphate binding;plasma membrane;protein localization;protein transport;small GTPase mediated signal transduction"	Entrez Query:Oncogene
9609	RAB36	"RAB36, member RAS oncogene family"	NM_004914	NP_004905.2	ENSG00000100228	chr22:21817552 - 21833751	Golgi apparatus;GTP binding;GTPase activity;nucleotide binding;protein transport;small GTPase mediated signal transduction	Entrez Query:Oncogene
326624	RAB37	"RAB37, member RAS oncogene family"	"NM_001006638, NM_175738"	"NP_001006639.1, NP_783865.1"	ENSG00000172794	chr17:70245006 - 70253145	ER-Golgi intermediate compartment;GTP binding;membrane;nucleotide binding;protein binding;protein transport;secretory granule;small GTPase mediated signal transduction	Entrez Query:Oncogene
23682	RAB38	"RAB38, member RAS oncogene family"	NM_022337	NP_071732.1	ENSG00000123892	chr11:87486803 - 87548200	cellular_component;GTP binding;GTPase activity;membrane;nucleotide binding;protein transport;small GTPase mediated signal transduction	Entrez Query:Oncogene
54734	RAB39	"RAB39, member RAS oncogene family"	NM_017516	NP_059986.1	ENSG00000179331	chr11:107304504 - 107338308	biological_process;cellular_component;GTP binding;membrane;nucleotide binding;protein transport;small GTPase mediated signal transduction	Entrez Query:Oncogene
116442	RAB39B	"RAB39B, member RAS oncogene family"	NM_171998	NP_741995.1	ENSG00000155961	chrX:154143281 - 154146767	GTP binding;intracellular;membrane;nucleotide binding;protein transport;small GTPase mediated signal transduction	Entrez Query:Oncogene
5864	RAB3A	"RAB3A, member RAS oncogene family"	NM_002866	NP_002857.1	ENSG00000105649	chr19:18169279 - 18174550	GTP binding;GTPase activity;membrane;neurotransmitter secretion;nucleotide binding;protein binding;protein transport;regulation of exocytosis;small GTPase mediated signal transduction;synaptic vesicle	Entrez Query:Oncogene
5865	RAB3B	"RAB3B, member RAS oncogene family"	NM_002867	NP_002858.2	ENSG00000169213	chr1:52158186 - 52215377	GTP binding;GTPase activity;membrane;nucleotide binding;protein binding;protein transport;regulation of exocytosis;secretory granule;small GTPase mediated signal transduction;synaptic vesicle	Entrez Query:Oncogene
115827	RAB3C	"RAB3C, member RAS oncogene family"	NM_138453	NP_612462.1	ENSG00000152932	chr5:57914792 - 58182935	GTP binding;membrane;nucleotide binding;protein binding;protein transport;regulation of exocytosis;small GTPase mediated signal transduction;synaptic vesicle	Entrez Query:Oncogene
9545	RAB3D	"RAB3D, member RAS oncogene family"	NM_004283	NP_004274.1	ENSG00000105514	chr19:11297073 - 11309075	GTP binding;GTPase activity;hemocyte development;membrane;nucleotide binding;protein binding;protein transport;regulation of exocytosis;small GTPase mediated signal transduction;zymogen granule	Entrez Query:Oncogene
142684	RAB40A	"RAB40A, member RAS oncogene family"	NM_080879	NP_543155.2	ENSG00000172476	chrX:102641506 - 102642340	GTP binding;membrane;nucleotide binding;protein transport;small GTPase mediated signal transduction	Entrez Query:Oncogene
282808	RAB40AL	-	NM_001031834	NP_001027004.1		chrX:102078902 - 102079739		Entrez Query:Oncogene
10966	RAB40B	"RAB40B, member RAS oncogene family"	NM_006822	NP_006813.1	ENSG00000141542	chr17:78209027 - 78249761	GTP binding;membrane;nucleotide binding;protein transport;small GTPase mediated signal transduction	Entrez Query:Oncogene
57799	RAB40C	"RAB40C, member RAS oncogene family"	NM_021168	NP_066991.2	ENSG00000197562	chr16:580292 - 617623	GTP binding;membrane;nucleotide binding;protein transport;small GTPase mediated signal transduction	Entrez Query:Oncogene
347517	RAB41	"RAB41, member RAS oncogene family"	NM_001032726	NP_001027898.1	ENSG00000147127	chrX:69418792 - 69421218	GTP binding;nucleotide binding;protein transport;small GTPase mediated signal transduction	Entrez Query:Oncogene
115273	RAB42	"RAB42, member RAS oncogene family"	NM_152304	NP_689517.1	ENSG00000188060	chr1:28792898 - 28793216	GTP binding;membrane;nucleotide binding;small GTPase mediated signal transduction	Entrez Query:Oncogene
339122	RAB43	"RAB43, member RAS oncogene family"	"NM_020701, NM_198490"	"NP_065752.1, NP_940892.1"	ENSG00000172780	chr3:130292628 - 130323022	GTP binding;GTPase activity;intracellular protein transport;membrane;nucleocytoplasmic transport;nucleotide binding;protein binding;signal transduction;small GTPase mediated signal transduction	Entrez Query:Oncogene
5867	RAB4A	"RAB4A, member RAS oncogene family"	NM_004578	NP_004569.2	ENSG00000168118	chr1:227473709 - 227505347	cytoplasm;GTP binding;GTPase activity;intracellular;nucleotide binding;protein transport;small GTPase mediated signal transduction	Entrez Query:Oncogene
53916	RAB4B	"RAB4B, member RAS oncogene family"	NM_016154	NP_057238.3	ENSG00000167578	chr19:45976120 - 45984708	GTP binding;GTPase activity;intracellular;membrane;nucleotide binding;protein transport;small GTPase mediated signal transduction;vesicle-mediated transport	Entrez Query:Oncogene
5868	RAB5A	"RAB5A, member RAS oncogene family"	NM_004162	NP_004153.2	ENSG00000144566	chr3:19967394 - 20000319	early endosome;endocytic vesicle;endocytosis;GTP binding;GTPase activity;lipid raft;nucleotide binding;plasma membrane;protein binding;protein transport;ruffle;small GTPase mediated signal transduction	"EGFR1, Entrez Query:Oncogene"
